ID,GC_Content
lcl|NC_002695.2_cds_NP_312082.1_3795,0.54
lcl|NC_002695.2_cds_NP_312083.2_3796,0.516
lcl|NC_002695.2_cds_NP_312084.2_3797,0.537
lcl|NC_002695.2_cds_NP_312085.1_3798,0.505
lcl|NC_002695.2_cds_NP_312086.1_3799,0.486
lcl|NC_002695.2_cds_NP_312087.2_3800,0.486
lcl|NC_002695.2_cds_NP_312088.1_3801,0.529
lcl|NC_002695.2_cds_NP_312089.1_3802,0.529
lcl|NC_002695.2_cds_NP_312090.1_3803,0.528
lcl|NC_002695.2_cds_NP_312091.1_3804,0.5
lcl|NC_002695.2_cds_NP_312092.1_3805,0.484
lcl|NC_002695.2_cds_NP_312093.1_3806,0.528
lcl|NC_002695.2_cds_NP_312094.1_3807,0.505
lcl|NC_002695.2_cds_NP_312095.1_3808,0.533
lcl|NC_002695.2_cds_NP_312096.3_3809,0.5
lcl|NC_002695.2_cds_NP_312097.2_3810,0.534
lcl|NC_002695.2_cds_NP_312098.1_3811,0.524
lcl|NC_002695.2_cds_NP_312099.1_3812,0.498
lcl|NC_002695.2_cds_NP_312100.1_3813,0.552
lcl|NC_002695.2_cds_NP_312101.1_3814,0.547
lcl|NC_002695.2_cds_NP_312102.1_3815,0.52
lcl|NC_002695.2_cds_NP_312103.1_3816,0.522
lcl|NC_002695.2_cds_NP_312104.1_3817,0.52
lcl|NC_002695.2_cds_NP_312105.1_3818,0.465
lcl|NC_002695.2_cds_NP_312106.1_3819,0.491
lcl|NC_002695.2_cds_NP_312107.1_3820,0.541
lcl|NC_002695.2_cds_NP_312108.1_3821,0.529
lcl|NC_002695.2_cds_NP_312109.1_3822,0.448
lcl|NC_002695.2_cds_NP_312110.1_3823,0.516
lcl|NC_002695.2_cds_NP_312111.1_3824,0.522
lcl|NC_002695.2_cds_NP_312112.1_3825,0.487
lcl|NC_002695.2_cds_NP_312113.1_3826,0.509
lcl|NC_002695.2_cds_NP_312114.1_3827,0.52
lcl|NC_002695.2_cds_NP_312115.2_3828,0.528
lcl|NC_002695.2_cds_NP_312116.1_3829,0.505
lcl|NC_002695.2_cds_NP_312117.1_3830,0.555
lcl|NC_002695.2_cds_NP_312118.3_3831,0.572
lcl|NC_002695.2_cds_NP_312119.1_3832,0.553
lcl|NC_002695.2_cds_NP_312120.1_3833,0.489
lcl|NC_002695.2_cds_NP_312121.1_3834,0.475
lcl|NC_002695.2_cds_NP_312122.2_3835,0.587
lcl|NC_002695.2_cds_NP_312123.1_3836,0.58
lcl|NC_002695.2_cds_NP_312124.2_3837,0.545
lcl|NC_002695.2_cds_NP_312125.1_3838,0.518
lcl|NC_002695.2_cds_NP_312126.3_3839,0.537
lcl|NC_002695.2_cds_NP_312127.1_3840,0.505
lcl|NC_002695.2_cds_NP_312128.1_3841,0.552
lcl|NC_002695.2_cds_NP_312129.1_3842,0.535
lcl|NC_002695.2_cds_NP_312130.1_3843,0.519
lcl|NC_002695.2_cds_NP_312131.1_3844,0.506
lcl|NC_002695.2_cds_NP_312132.1_3845,0.518
lcl|NC_002695.2_cds_NP_312133.2_3846,0.546
lcl|NC_002695.2_cds_NP_312134.1_3847,0.522
lcl|NC_002695.2_cds_NP_312135.1_3848,0.527
lcl|NC_002695.2_cds_NP_312136.1_3849,0.524
lcl|NC_002695.2_cds_NP_312137.1_3850,0.484
lcl|NC_002695.2_cds_NP_312138.2_3851,0.485
lcl|NC_002695.2_cds_NP_312139.1_3852,0.429
lcl|NC_002695.2_cds_NP_312140.1_3853,0.526
lcl|NC_002695.2_cds_NP_312141.1_3854,0.539
lcl|NC_002695.2_cds_NP_312142.2_3855,0.471
lcl|NC_002695.2_cds_NP_312143.1_3856,0.528
lcl|NC_002695.2_cds_NP_312144.1_3857,0.547
lcl|NC_002695.2_cds_NP_312145.1_3858,0.537
lcl|NC_002695.2_cds_NP_312146.1_3859,0.523
lcl|NC_002695.2_cds_NP_312147.1_3860,0.54
lcl|NC_002695.2_cds_NP_312148.1_3861,0.511
lcl|NC_002695.2_cds_NP_312149.1_3862,0.559
lcl|NC_002695.2_cds_NP_312150.2_3863,0.543
lcl|NC_002695.2_cds_NP_312151.1_3864,0.506
lcl|NC_002695.2_cds_NP_312152.1_3865,0.553
lcl|NC_002695.2_cds_NP_312154.1_3866,0.516
lcl|NC_002695.2_cds_NP_312155.1_3867,0.533
lcl|NC_002695.2_cds_NP_312156.1_3868,0.551
lcl|NC_002695.2_cds_NP_312157.2_3869,0.54
lcl|NC_002695.2_cds_NP_312158.1_3870,0.546
lcl|NC_002695.2_cds_NP_312159.1_3871,0.523
lcl|NC_002695.2_cds_NP_312160.1_3872,0.471
lcl|NC_002695.2_cds_NP_312161.2_3873,0.475
lcl|NC_002695.2_cds_NP_312162.1_3874,0.406
lcl|NC_002695.2_cds_NP_312163.1_3875,0.442
lcl|NC_002695.2_cds_NP_312164.1_3876,0.522
lcl|NC_002695.2_cds_NP_312167.1_3877,0.545
lcl|NC_002695.2_cds_NP_312168.2_3878,0.495
lcl|NC_002695.2_cds_NP_312169.2_3879,0.507
lcl|NC_002695.2_cds_NP_312170.2_3880,0.519
lcl|NC_002695.2_cds_NP_312171.1_3881,0.481
lcl|NC_002695.2_cds_NP_312172.2_3882,0.486
lcl|NC_002695.2_cds_NP_312173.1_3883,0.488
lcl|NC_002695.2_cds_NP_312174.1_3884,0.491
lcl|NC_002695.2_cds_NP_312175.1_3885,0.524
lcl|NC_002695.2_cds_NP_312176.2_3886,0.499
lcl|NC_002695.2_cds_NP_312177.1_3887,0.458
lcl|NC_002695.2_cds_NP_312178.1_3888,0.509
lcl|NC_002695.2_cds_NP_312179.1_3889,0.467
lcl|NC_002695.2_cds_NP_312180.1_3890,0.525
lcl|NC_002695.2_cds_NP_312181.2_3891,0.498
lcl|NC_002695.2_cds_NP_312182.1_3892,0.502
lcl|NC_002695.2_cds_NP_312183.1_3893,0.45
lcl|NC_002695.2_cds_YP_009502653.1_3894,0.438
lcl|NC_002695.2_cds_NP_312184.1_3895,0.502
lcl|NC_002695.2_cds_NP_312185.1_3896,0.48
lcl|NC_002695.2_cds_NP_312186.1_3897,0.536
lcl|NC_002695.2_cds_NP_312187.1_3898,0.522
lcl|NC_002695.2_cds_NP_312188.1_3899,0.507
lcl|NC_002695.2_cds_NP_312189.1_3900,0.518
lcl|NC_002695.2_cds_NP_312190.1_3901,0.518
lcl|NC_002695.2_cds_NP_312191.1_3902,0.479
lcl|NC_002695.2_cds_NP_312192.1_3903,0.497
lcl|NC_002695.2_cds_NP_312193.1_3904,0.538
lcl|NC_002695.2_cds_NP_312194.1_3905,0.5
lcl|NC_002695.2_cds_NP_312195.1_3906,0.498
lcl|NC_002695.2_cds_NP_312196.1_3907,0.537
lcl|NC_002695.2_cds_NP_312197.1_3908,0.521
lcl|NC_002695.2_cds_NP_312198.1_3909,0.501
lcl|NC_002695.2_cds_NP_312199.1_3910,0.526
lcl|NC_002695.2_cds_NP_312200.1_3911,0.498
lcl|NC_002695.2_cds_NP_312201.1_3912,0.463
lcl|NC_002695.2_cds_NP_312202.1_3913,0.511
lcl|NC_002695.2_cds_NP_312203.1_3914,0.475
lcl|NC_002695.2_cds_NP_312204.1_3915,0.542
lcl|NC_002695.2_cds_NP_312205.1_3916,0.516
lcl|NC_002695.2_cds_NP_312206.1_3917,0.51
lcl|NC_002695.2_cds_NP_312207.1_3918,0.498
lcl|NC_002695.2_cds_NP_312208.1_3919,0.491
lcl|NC_002695.2_cds_NP_312209.1_3920,0.532
lcl|NC_002695.2_cds_NP_312210.1_3921,0.482
lcl|NC_002695.2_cds_NP_312211.1_3922,0.53
lcl|NC_002695.2_cds_NP_312212.1_3923,0.513
lcl|NC_002695.2_cds_NP_312213.1_3924,0.554
lcl|NC_002695.2_cds_NP_312215.1_3925,0.479
lcl|NC_002695.2_cds_NP_312216.1_3926,0.417
lcl|NC_002695.2_cds_YP_009502654.1_3927,0.446
lcl|NC_002695.2_cds_NP_312217.1_3928,0.532
lcl|NC_002695.2_cds_NP_312218.1_3929,0.507
lcl|NC_002695.2_cds_NP_312219.1_3930,0.497
lcl|NC_002695.2_cds_NP_312220.1_3931,0.533
lcl|NC_002695.2_cds_NP_312221.1_3932,0.51
lcl|NC_002695.2_cds_NP_312222.1_3933,0.511
lcl|NC_002695.2_cds_NP_312223.1_3934,0.553
lcl|NC_002695.2_cds_NP_312224.2_3935,0.473
lcl|NC_002695.2_cds_NP_312225.1_3936,0.485
lcl|NC_002695.2_cds_NP_312226.1_3937,0.53
lcl|NC_002695.2_cds_NP_312227.1_3938,0.555
lcl|NC_002695.2_cds_YP_009502655.1_3939,0.493
lcl|NC_002695.2_cds_NP_312228.1_3940,0.546
lcl|NC_002695.2_cds_NP_312229.2_3941,0.563
lcl|NC_002695.2_cds_NP_312230.1_3942,0.555
lcl|NC_002695.2_cds_NP_312231.1_3943,0.542
lcl|NC_002695.2_cds_NP_312232.1_3944,0.502
lcl|NC_002695.2_cds_NP_312233.1_3945,0.528
lcl|NC_002695.2_cds_NP_312234.1_3946,0.514
lcl|NC_002695.2_cds_NP_312235.1_3947,0.496
lcl|NC_002695.2_cds_NP_312236.3_3948,0.528
lcl|NC_002695.2_cds_NP_312237.1_3949,0.542
lcl|NC_002695.2_cds_NP_312238.1_3950,0.535
lcl|NC_002695.2_cds_NP_312239.1_3951,0.529
lcl|NC_002695.2_cds_NP_312240.1_3952,0.512
lcl|NC_002695.2_cds_NP_312241.1_3953,0.511
lcl|NC_002695.2_cds_NP_312242.1_3954,0.519
lcl|NC_002695.2_cds_NP_312243.2_3955,0.544
lcl|NC_002695.2_cds_NP_312244.1_3956,0.56
lcl|NC_002695.2_cds_NP_312245.2_3957,0.549
lcl|NC_002695.2_cds_NP_312246.1_3958,0.549
lcl|NC_002695.2_cds_NP_312247.1_3959,0.417
lcl|NC_002695.2_cds_NP_312248.2_3960,0.549
lcl|NC_002695.2_cds_NP_312249.2_3961,0.544
lcl|NC_002695.2_cds_NP_312250.1_3962,0.55
lcl|NC_002695.2_cds_NP_312252.4_3963,0.514
lcl|NC_002695.2_cds_NP_312253.1_3964,0.526
lcl|NC_002695.2_cds_NP_312254.1_3965,0.528
lcl|NC_002695.2_cds_NP_312255.1_3966,0.513
lcl|NC_002695.2_cds_NP_312256.1_3967,0.491
lcl|NC_002695.2_cds_NP_312257.1_3968,0.541
lcl|NC_002695.2_cds_NP_312258.1_3969,0.541
lcl|NC_002695.2_cds_NP_312259.3_3970,0.475
lcl|NC_002695.2_cds_NP_312260.2_3971,0.545
lcl|NC_002695.2_cds_NP_312261.2_3972,0.521
lcl|NC_002695.2_cds_NP_312262.1_3973,0.531
lcl|NC_002695.2_cds_NP_312263.1_3974,0.546
lcl|NC_002695.2_cds_NP_312264.1_3975,0.574
lcl|NC_002695.2_cds_NP_312265.2_3976,0.557
lcl|NC_002695.2_cds_NP_312266.1_3977,0.508
lcl|NC_002695.2_cds_NP_312267.2_3978,0.532
lcl|NC_002695.2_cds_NP_312268.2_3979,0.516
lcl|NC_002695.2_cds_NP_312269.1_3980,0.532
lcl|NC_002695.2_cds_NP_312270.3_3981,0.53
lcl|NC_002695.2_cds_NP_312271.1_3982,0.499
lcl|NC_002695.2_cds_NP_312272.1_3983,0.533
lcl|NC_002695.2_cds_NP_312273.1_3984,0.569
lcl|NC_002695.2_cds_NP_312274.1_3985,0.549
lcl|NC_002695.2_cds_NP_312275.2_3986,0.497
lcl|NC_002695.2_cds_NP_312276.2_3987,0.569
lcl|NC_002695.2_cds_NP_312277.1_3988,0.487
lcl|NC_002695.2_cds_NP_312278.2_3989,0.548
lcl|NC_002695.2_cds_NP_312279.1_3990,0.549
lcl|NC_002695.2_cds_NP_312280.1_3991,0.478
lcl|NC_002695.2_cds_NP_312282.3_3992,0.562
lcl|NC_002695.2_cds_NP_312281.2_3993,0.557
lcl|NC_002695.2_cds_NP_312283.1_3994,0.524
lcl|NC_002695.2_cds_NP_312284.1_3995,0.535
lcl|NC_002695.2_cds_NP_312285.1_3996,0.55
lcl|NC_002695.2_cds_NP_312286.1_3997,0.521
lcl|NC_002695.2_cds_NP_312287.1_3998,0.541
lcl|NC_002695.2_cds_NP_312288.2_3999,0.487
lcl|NC_002695.2_cds_NP_312289.1_4000,0.465
lcl|NC_002695.2_cds_NP_312290.2_4001,0.593
lcl|NC_002695.2_cds_NP_312291.1_4002,0.509
lcl|NC_002695.2_cds_NP_312292.1_4003,0.548
lcl|NC_002695.2_cds_NP_312293.1_4004,0.548
lcl|NC_002695.2_cds_NP_312294.1_4005,0.543
lcl|NC_002695.2_cds_NP_312295.1_4006,0.532
lcl|NC_002695.2_cds_NP_312296.1_4007,0.547
lcl|NC_002695.2_cds_NP_312297.2_4008,0.458
lcl|NC_002695.2_cds_NP_312298.1_4009,0.47
lcl|NC_002695.2_cds_NP_312299.2_4010,0.474
lcl|NC_002695.2_cds_NP_312300.1_4011,0.509
lcl|NC_002695.2_cds_NP_312301.1_4012,0.55
lcl|NC_002695.2_cds_NP_312302.1_4013,0.524
lcl|NC_002695.2_cds_NP_312303.1_4014,0.544
lcl|NC_002695.2_cds_NP_312304.1_4015,0.532
lcl|NC_002695.2_cds_NP_312305.1_4016,0.543
lcl|NC_002695.2_cds_NP_312306.1_4017,0.503
lcl|NC_002695.2_cds_NP_312307.2_4018,0.503
lcl|NC_002695.2_cds_NP_312312.1_4019,0.556
lcl|NC_002695.2_cds_NP_312313.2_4020,0.498
lcl|NC_002695.2_cds_NP_312314.1_4021,0.542
lcl|NC_002695.2_cds_NP_312315.1_4022,0.526
lcl|NC_002695.2_cds_NP_312316.1_4023,0.508
lcl|NC_002695.2_cds_NP_312317.1_4024,0.521
lcl|NC_002695.2_cds_NP_312318.1_4025,0.327
lcl|NC_002695.2_cds_NP_312320.1_4026,0.546
lcl|NC_002695.2_cds_NP_312321.1_4027,0.508
lcl|NC_002695.2_cds_NP_312322.1_4028,0.56
lcl|NC_002695.2_cds_NP_312323.2_4029,0.584
lcl|NC_002695.2_cds_NP_312324.1_4030,0.538
lcl|NC_002695.2_cds_NP_312325.1_4031,0.559
lcl|NC_002695.2_cds_NP_312326.1_4032,0.534
lcl|NC_002695.2_cds_NP_312327.1_4033,0.503
lcl|NC_002695.2_cds_NP_312328.2_4034,0.566
lcl|NC_002695.2_cds_NP_312329.1_4035,0.547
lcl|NC_002695.2_cds_NP_312330.1_4036,0.567
lcl|NC_002695.2_cds_NP_312331.1_4037,0.558
lcl|NC_002695.2_cds_NP_312332.1_4038,0.538
lcl|NC_002695.2_cds_NP_312333.1_4039,0.562
lcl|NC_002695.2_cds_NP_312334.1_4040,0.453
lcl|NC_002695.2_cds_NP_312335.1_4041,0.494
lcl|NC_002695.2_cds_NP_312336.2_4042,0.543
lcl|NC_002695.2_cds_NP_312337.1_4043,0.54
lcl|NC_002695.2_cds_NP_312338.1_4044,0.534
lcl|NC_002695.2_cds_NP_312339.1_4045,0.559
lcl|NC_002695.2_cds_NP_312340.1_4046,0.535
lcl|NC_002695.2_cds_NP_312341.1_4047,0.538
lcl|NC_002695.2_cds_NP_312342.1_4048,0.448
lcl|NC_002695.2_cds_NP_312343.1_4049,0.506
lcl|NC_002695.2_cds_NP_312344.1_4050,0.563
lcl|NC_002695.2_cds_NP_312345.1_4051,0.583
lcl|NC_002695.2_cds_NP_312346.1_4052,0.52
lcl|NC_002695.2_cds_NP_312347.1_4053,0.511
lcl|NC_002695.2_cds_NP_312348.3_4054,0.518
lcl|NC_002695.2_cds_NP_312349.3_4055,0.56
lcl|NC_002695.2_cds_NP_312350.2_4056,0.514
lcl|NC_002695.2_cds_NP_312351.1_4057,0.46
lcl|NC_002695.2_cds_NP_312352.2_4058,0.459
lcl|NC_002695.2_cds_NP_312353.2_4059,0.539
lcl|NC_002695.2_cds_NP_312354.2_4060,0.509
lcl|NC_002695.2_cds_NP_312355.1_4061,0.523
lcl|NC_002695.2_cds_NP_312356.1_4062,0.492
lcl|NC_002695.2_cds_NP_312357.1_4063,0.555
lcl|NC_002695.2_cds_NP_312358.1_4064,0.556
lcl|NC_002695.2_cds_NP_312359.1_4065,0.548
lcl|NC_002695.2_cds_NP_312360.1_4066,0.575
lcl|NC_002695.2_cds_NP_312361.1_4067,0.541
lcl|NC_002695.2_cds_NP_312362.1_4068,0.548
lcl|NC_002695.2_cds_NP_312363.2_4069,0.582
lcl|NC_002695.2_cds_NP_312364.1_4070,0.574
lcl|NC_002695.2_cds_NP_312365.1_4071,0.603
lcl|NC_002695.2_cds_NP_312366.1_4072,0.591
lcl|NC_002695.2_cds_NP_312367.1_4073,0.566
lcl|NC_002695.2_cds_NP_312368.1_4074,0.55
lcl|NC_002695.2_cds_NP_312369.1_4075,0.566
lcl|NC_002695.2_cds_NP_312370.1_4076,0.536
lcl|NC_002695.2_cds_NP_312371.1_4077,0.584
lcl|NC_002695.2_cds_NP_312372.1_4078,0.606
lcl|NC_002695.2_cds_NP_312373.1_4079,0.6
lcl|NC_002695.2_cds_NP_312374.1_4080,0.564
lcl|NC_002695.2_cds_NP_312375.1_4081,0.557
lcl|NC_002695.2_cds_NP_312376.2_4082,0.418
lcl|NC_002695.2_cds_NP_312377.1_4083,0.496
lcl|NC_002695.2_cds_NP_312378.1_4084,0.436
lcl|NC_002695.2_cds_NP_312379.1_4085,0.502
lcl|NC_002695.2_cds_NP_312380.1_4086,0.543
lcl|NC_002695.2_cds_NP_312381.1_4087,0.485
lcl|NC_002695.2_cds_NP_312382.1_4088,0.495
lcl|NC_002695.2_cds_NP_312383.1_4089,0.439
lcl|NC_002695.2_cds_NP_312384.1_4090,0.428
lcl|NC_002695.2_cds_NP_312385.2_4091,0.538
lcl|NC_002695.2_cds_NP_312386.2_4092,0.565
lcl|NC_002695.2_cds_NP_312387.1_4093,0.593
lcl|NC_002695.2_cds_NP_312388.1_4094,0.372
lcl|NC_002695.2_cds_NP_312389.1_4095,0.343
lcl|NC_002695.2_cds_NP_312390.2_4096,0.474
lcl|NC_002695.2_cds_NP_312391.1_4097,0.553
lcl|NC_002695.2_cds_NP_312392.1_4098,0.537
lcl|NC_002695.2_cds_NP_312393.1_4099,0.476
lcl|NC_002695.2_cds_NP_312394.1_4100,0.485
lcl|NC_002695.2_cds_NP_312395.1_4101,0.514
lcl|NC_002695.2_cds_NP_312396.1_4102,0.59
lcl|NC_002695.2_cds_NP_312397.1_4103,0.546
lcl|NC_002695.2_cds_NP_312398.1_4104,0.547
lcl|NC_002695.2_cds_NP_312399.1_4105,0.538
lcl|NC_002695.2_cds_NP_312400.1_4106,0.5
lcl|NC_002695.2_cds_NP_312401.1_4107,0.54
lcl|NC_002695.2_cds_NP_312402.1_4108,0.519
lcl|NC_002695.2_cds_NP_312403.1_4109,0.357
lcl|NC_002695.2_cds_NP_312404.2_4110,0.455
lcl|NC_002695.2_cds_NP_312405.1_4111,0.394
lcl|NC_002695.2_cds_NP_312406.1_4112,0.494
lcl|NC_002695.2_cds_NP_312407.1_4113,0.507
lcl|NC_002695.2_cds_NP_312409.3_4114,0.527
lcl|NC_002695.2_cds_NP_312410.1_4115,0.513
lcl|NC_002695.2_cds_NP_312411.1_4116,0.509
lcl|NC_002695.2_cds_NP_312412.1_4117,0.575
lcl|NC_002695.2_cds_NP_312413.1_4118,0.524
lcl|NC_002695.2_cds_NP_312414.1_4119,0.484
lcl|NC_002695.2_cds_NP_312415.2_4120,0.451
lcl|NC_002695.2_cds_NP_312416.3_4121,0.395
lcl|NC_002695.2_cds_NP_312417.1_4122,0.429
lcl|NC_002695.2_cds_NP_312418.1_4123,0.462
lcl|NC_002695.2_cds_NP_312419.1_4124,0.33
lcl|NC_002695.2_cds_YP_009502656.1_4125,0.484
lcl|NC_002695.2_cds_NP_312420.1_4126,0.541
lcl|NC_002695.2_cds_NP_312421.1_4127,0.529
lcl|NC_002695.2_cds_NP_312422.1_4128,0.424
lcl|NC_002695.2_cds_NP_312423.1_4129,0.407
lcl|NC_002695.2_cds_NP_312424.1_4130,0.543
lcl|NC_002695.2_cds_NP_312425.1_4131,0.487
lcl|NC_002695.2_cds_NP_312426.1_4132,0.541
lcl|NC_002695.2_cds_NP_312427.1_4133,0.478
lcl|NC_002695.2_cds_NP_312428.3_4134,0.52
lcl|NC_002695.2_cds_NP_312429.1_4135,0.531
lcl|NC_002695.2_cds_NP_312430.1_4136,0.556
lcl|NC_002695.2_cds_NP_312431.2_4137,0.533
lcl|NC_002695.2_cds_NP_312432.2_4138,0.526
lcl|NC_002695.2_cds_NP_312433.2_4139,0.566
lcl|NC_002695.2_cds_NP_312434.1_4140,0.542
lcl|NC_002695.2_cds_NP_312435.1_4141,0.517
lcl|NC_002695.2_cds_NP_312436.3_4142,0.521
lcl|NC_002695.2_cds_NP_312438.1_4143,0.546
lcl|NC_002695.2_cds_NP_312439.2_4144,0.554
lcl|NC_002695.2_cds_NP_312440.2_4145,0.554
lcl|NC_002695.2_cds_NP_312442.1_4146,0.46
lcl|NC_002695.2_cds_NP_312443.2_4147,0.492
lcl|NC_002695.2_cds_NP_312444.2_4148,0.479
lcl|NC_002695.2_cds_NP_312445.1_4149,0.526
lcl|NC_002695.2_cds_YP_009502657.1_4150,0.537
lcl|NC_002695.2_cds_NP_312446.1_4151,0.454
lcl|NC_002695.2_cds_NP_312447.1_4152,0.564
lcl|NC_002695.2_cds_NP_312448.1_4153,0.56
lcl|NC_002695.2_cds_NP_312449.1_4154,0.589
lcl|NC_002695.2_cds_NP_312450.1_4155,0.559
lcl|NC_002695.2_cds_NP_312451.1_4156,0.515
lcl|NC_002695.2_cds_NP_312452.3_4157,0.505
lcl|NC_002695.2_cds_NP_312453.1_4158,0.512
lcl|NC_002695.2_cds_NP_312454.1_4159,0.476
lcl|NC_002695.2_cds_NP_312457.3_4160,0.426
lcl|NC_002695.2_cds_NP_312458.2_4161,0.469
lcl|NC_002695.2_cds_NP_312459.1_4162,0.512
lcl|NC_002695.2_cds_NP_312460.2_4163,0.499
lcl|NC_002695.2_cds_NP_312461.1_4164,0.509
lcl|NC_002695.2_cds_NP_312462.1_4165,0.515
lcl|NC_002695.2_cds_NP_312463.2_4166,0.543
lcl|NC_002695.2_cds_NP_312464.1_4167,0.577
lcl|NC_002695.2_cds_NP_312465.2_4168,0.521
lcl|NC_002695.2_cds_NP_312466.2_4169,0.502
lcl|NC_002695.2_cds_NP_312467.1_4170,0.44
lcl|NC_002695.2_cds_NP_312468.1_4171,0.493
lcl|NC_002695.2_cds_YP_009502658.1_4172,0.39
lcl|NC_002695.2_cds_NP_312469.1_4173,0.554
lcl|NC_002695.2_cds_NP_312470.1_4174,0.556
lcl|NC_002695.2_cds_YP_009502659.1_4175,0.473
lcl|NC_002695.2_cds_NP_312471.1_4176,0.469
lcl|NC_002695.2_cds_NP_312472.2_4177,0.411
lcl|NC_002695.2_cds_NP_312473.2_4178,0.409
lcl|NC_002695.2_cds_NP_312474.1_4179,0.545
lcl|NC_002695.2_cds_NP_312475.1_4180,0.501
lcl|NC_002695.2_cds_NP_312476.1_4181,0.435
lcl|NC_002695.2_cds_NP_312477.1_4182,0.471
lcl|NC_002695.2_cds_NP_312478.1_4183,0.541
lcl|NC_002695.2_cds_NP_312479.1_4184,0.488
lcl|NC_002695.2_cds_NP_312480.1_4185,0.472
lcl|NC_002695.2_cds_NP_312481.1_4186,0.528
lcl|NC_002695.2_cds_NP_312482.1_4187,0.526
lcl|NC_002695.2_cds_NP_312483.1_4188,0.538
lcl|NC_002695.2_cds_NP_312484.1_4189,0.526
lcl|NC_002695.2_cds_NP_312485.1_4190,0.545
lcl|NC_002695.2_cds_NP_312486.1_4191,0.546
lcl|NC_002695.2_cds_NP_312487.1_4192,0.489
lcl|NC_002695.2_cds_NP_312488.1_4193,0.473
lcl|NC_002695.2_cds_NP_312489.1_4194,0.507
lcl|NC_002695.2_cds_NP_312490.1_4195,0.46
lcl|NC_002695.2_cds_NP_312491.2_4196,0.546
lcl|NC_002695.2_cds_NP_312492.1_4197,0.507
lcl|NC_002695.2_cds_NP_312493.1_4198,0.507
lcl|NC_002695.2_cds_NP_312494.1_4199,0.562
lcl|NC_002695.2_cds_NP_312495.1_4200,0.562
lcl|NC_002695.2_cds_NP_312496.1_4201,0.525
lcl|NC_002695.2_cds_NP_312497.1_4202,0.59
lcl|NC_002695.2_cds_NP_312498.1_4203,0.318
lcl|NC_002695.2_cds_NP_312500.1_4204,0.527
lcl|NC_002695.2_cds_NP_312501.1_4205,0.512
lcl|NC_002695.2_cds_NP_312502.1_4206,0.535
lcl|NC_002695.2_cds_NP_312503.1_4207,0.526
lcl|NC_002695.2_cds_NP_312504.1_4208,0.514
lcl|NC_002695.2_cds_YP_009502660.1_4209,0.49
lcl|NC_002695.2_cds_NP_312505.1_4210,0.504
lcl|NC_002695.2_cds_NP_312506.1_4211,0.369
lcl|NC_002695.2_cds_NP_312507.1_4212,0.504
lcl|NC_002695.2_cds_NP_312508.1_4213,0.551
lcl|NC_002695.2_cds_NP_312509.1_4214,0.541
lcl|NC_002695.2_cds_NP_312510.1_4215,0.555
lcl|NC_002695.2_cds_NP_312511.1_4216,0.546
lcl|NC_002695.2_cds_NP_312512.1_4217,0.532
lcl|NC_002695.2_cds_NP_312513.1_4218,0.568
lcl|NC_002695.2_cds_NP_312514.1_4219,0.513
lcl|NC_002695.2_cds_NP_312515.1_4220,0.512
lcl|NC_002695.2_cds_NP_312516.1_4221,0.498
lcl|NC_002695.2_cds_NP_312517.1_4222,0.533
lcl|NC_002695.2_cds_NP_312518.2_4223,0.57
lcl|NC_002695.2_cds_NP_312519.2_4224,0.526
lcl|NC_002695.2_cds_NP_312520.1_4225,0.46
lcl|NC_002695.2_cds_NP_312521.1_4226,0.521
lcl|NC_002695.2_cds_NP_312522.1_4227,0.543
lcl|NC_002695.2_cds_NP_312523.3_4228,0.369
lcl|NC_002695.2_cds_NP_312524.1_4229,0.513
lcl|NC_002695.2_cds_NP_312525.1_4230,0.539
lcl|NC_002695.2_cds_NP_312526.1_4231,0.501
lcl|NC_002695.2_cds_NP_312527.1_4232,0.352
lcl|NC_002695.2_cds_NP_312528.1_4233,0.37
lcl|NC_002695.2_cds_NP_312529.1_4234,0.307
lcl|NC_002695.2_cds_NP_312530.1_4235,0.308
lcl|NC_002695.2_cds_NP_312531.1_4236,0.312
lcl|NC_002695.2_cds_NP_312532.2_4237,0.471
lcl|NC_002695.2_cds_NP_312533.1_4238,0.481
lcl|NC_002695.2_cds_NP_312534.3_4239,0.467
lcl|NC_002695.2_cds_NP_312535.1_4240,0.539
lcl|NC_002695.2_cds_NP_312536.1_4241,0.529
lcl|NC_002695.2_cds_NP_312537.1_4242,0.54
lcl|NC_002695.2_cds_NP_312538.1_4243,0.405
lcl|NC_002695.2_cds_NP_312539.1_4244,0.532
lcl|NC_002695.2_cds_NP_312540.2_4245,0.477
lcl|NC_002695.2_cds_NP_312541.2_4246,0.536
lcl|NC_002695.2_cds_NP_312542.2_4247,0.547
lcl|NC_002695.2_cds_NP_312543.2_4248,0.526
lcl|NC_002695.2_cds_NP_312544.1_4249,0.531
lcl|NC_002695.2_cds_NP_312545.1_4250,0.57
lcl|NC_002695.2_cds_NP_312546.1_4251,0.538
lcl|NC_002695.2_cds_NP_312547.2_4252,0.473
lcl|NC_002695.2_cds_NP_312548.2_4253,0.532
lcl|NC_002695.2_cds_NP_312549.2_4254,0.528
lcl|NC_002695.2_cds_NP_312550.1_4255,0.489
lcl|NC_002695.2_cds_NP_312551.1_4256,0.533
lcl|NC_002695.2_cds_NP_312552.1_4257,0.54
lcl|NC_002695.2_cds_NP_312553.2_4258,0.557
lcl|NC_002695.2_cds_NP_312554.1_4259,0.568
lcl|NC_002695.2_cds_NP_312555.2_4260,0.503
